Date,Open,High,Low,Close
2016-10-07,1.11415,1.12047,1.11036,1.11975
2016-10-09,1.11973,1.11975,1.11894,1.11945
2016-10-10,1.11945,1.12003,1.1131,1.11403
2016-10-11,1.11404,1.11405,1.10481,1.1057
2016-10-12,1.1057,1.1061,1.10041,1.101
2016-10-13,1.10102,1.10582,1.09845,1.10479
2016-10-14,1.1048,1.10564,1.09662,1.09662
2016-10-16,1.09711,1.09724,1.09642,1.09654
2016-10-17,1.09655,1.10142,1.09623,1.10095
2016-10-18,1.10108,1.10262,1.09696,1.09744
2016-10-19,1.09745,1.10047,1.09543,1.09744
2016-10-20,1.09744,1.1039,1.09146,1.09292
2016-10-21,1.09291,1.09294,1.08585,1.08826
2016-10-23,1.08822,1.08839,1.08769,1.088
2016-10-24,1.08799,1.08996,1.08587,1.08726
2016-10-25,1.08727,1.09049,1.08497,1.08862
2016-10-26,1.08862,1.09462,1.08732,1.09095
2016-10-27,1.09095,1.09421,1.08815,1.08964
2016-10-28,1.0897,1.09915,1.0894,1.09808
2016-10-30,1.09766,1.09891,1.09752,1.09816
2016-10-31,1.09816,1.09827,1.09356,1.09792
2016-11-01,1.09702,1.10688,1.09588,1.10551
2016-11-02,1.10553,1.1123,1.10484,1.10937
2016-11-03,1.10936,1.11258,1.10587,1.10994
2016-11-04,1.10994,1.11415,1.10792,1.11352
2016-11-06,1.10874,1.10993,1.10828,1.10935
2016-11-07,1.10945,1.11101,1.1027,1.10487
2016-11-08,1.1049,1.10668,1.10037,1.10175
2016-11-09,1.10176,1.12993,1.09067,1.0919
2016-11-10,1.09192,1.09535,1.08639,1.08872
2016-11-11,1.08874,1.09234,1.08299,1.08549
2016-11-13,1.08379,1.08384,1.08186,1.08223
2016-11-14,1.08224,1.08258,1.07084,1.07455
2016-11-15,1.07453,1.08164,1.07134,1.07239
2016-11-16,1.07243,1.07594,1.06658,1.0706
2016-11-17,1.07061,1.07454,1.06186,1.06218
2016-11-18,1.0622,1.06427,1.05698,1.05921
2016-11-21,1.05886,1.0649,1.05778,1.06375
2016-11-22,1.06375,1.06578,1.05831,1.06331
2016-11-23,1.0633,1.06435,1.05257,1.05417
2016-11-24,1.05419,1.05851,1.05176,1.05597
2016-11-25,1.05598,1.06272,1.05375,1.05881
2016-11-27,1.05988,1.06102,1.05939,1.06086
2016-11-28,1.0609,1.06852,1.05633,1.06188
2016-11-29,1.06187,1.06543,1.05644,1.06468
2016-11-30,1.0647,1.06665,1.05515,1.05903
2016-12-01,1.05903,1.06686,1.0584,1.06622
2016-12-02,1.06623,1.06897,1.06244,1.0671
2016-12-05,1.05652,1.07964,1.05363,1.0755
2016-12-06,1.07561,1.07852,1.06981,1.07186
2016-12-07,1.07186,1.0768,1.07093,1.0759
2016-12-08,1.07589,1.08767,1.05969,1.0621
2016-12-09,1.06209,1.06296,1.05307,1.05546
2016-12-11,1.05442,1.05473,1.0537,1.05453
2016-12-12,1.05454,1.06513,1.05249,1.06419
2016-12-13,1.06418,1.06667,1.06034,1.06271
2016-12-14,1.06272,1.06696,1.0496,1.05116
2016-12-15,1.05119,1.05224,1.03661,1.04163
2016-12-16,1.04157,1.04738,1.04005,1.04441
2016-12-18,1.04542,1.04545,1.04462,1.04463
2016-12-19,1.0445,1.0479,1.03922,1.04023
2016-12-20,1.04024,1.04175,1.03519,1.03903
2016-12-21,1.03902,1.04508,1.0382,1.0426
2016-12-22,1.04261,1.04992,1.04256,1.04374
2016-12-23,1.0436,1.04685,1.04262,1.04501
2016-12-25,1.04525,1.04574,1.04489,1.04518
2016-12-26,1.0452,1.04673,1.04396,1.04533
2016-12-27,1.04534,1.0463,1.04319,1.04612
2016-12-28,1.04601,1.04793,1.03717,1.04138
2016-12-29,1.04139,1.06522,1.04136,1.05649
2016-12-30,1.05652,1.0591,1.05053,1.05187
2017-01-03,1.04572,1.04897,1.03404,1.04177
2017-01-04,1.04176,1.05009,1.03896,1.04961
2017-01-05,1.04962,1.06151,1.04821,1.06035
2017-01-06,1.06032,1.06216,1.05246,1.05329
2017-01-08,1.0535,1.05356,1.05255,1.05293
2017-01-09,1.0529,1.05889,1.05105,1.05853
2017-01-10,1.05854,1.06269,1.05505,1.05518
2017-01-11,1.05517,1.06224,1.04535,1.05942
2017-01-12,1.05943,1.06844,1.0571,1.06158
2017-01-13,1.06157,1.06732,1.05959,1.06439
2017-01-15,1.06341,1.06352,1.06241,1.06269
2017-01-16,1.0627,1.06342,1.05788,1.06015
2017-01-17,1.06017,1.0719,1.06004,1.06965
2017-01-18,1.06961,1.0712,1.06238,1.06276
2017-01-19,1.06275,1.06763,1.05888,1.06589
2017-01-20,1.06611,1.07091,1.06248,1.06953
2017-01-22,1.07122,1.0715,1.07033,1.07124
2017-01-23,1.07122,1.07711,1.0706,1.07587
2017-01-24,1.07576,1.07745,1.07199,1.07278
2017-01-25,1.07267,1.07694,1.0711,1.07521
2017-01-26,1.0752,1.07652,1.06572,1.0683
2017-01-27,1.06831,1.07247,1.06579,1.06953
2017-01-29,1.07124,1.07183,1.07078,1.07166
2017-01-30,1.07184,1.07398,1.06198,1.07073
2017-01-31,1.07068,1.0812,1.06843,1.08007
2017-02-01,1.08006,1.08072,1.07324,1.07684
2017-02-02,1.07688,1.08285,1.07556,1.07611
2017-02-03,1.07612,1.07973,1.0713,1.0784
2017-02-05,1.07863,1.07863,1.07777,1.07821
2017-02-06,1.07826,1.07885,1.07055,1.07427
2017-02-07,1.07434,1.0744,1.06561,1.06783
2017-02-08,1.06789,1.07136,1.06403,1.0691
2017-02-09,1.06911,1.07091,1.06506,1.06569
2017-02-10,1.06568,1.06673,1.06074,1.06341
2017-02-12,1.06229,1.06245,1.06171,1.06183
2017-02-13,1.06184,1.06581,1.05917,1.05984
2017-02-14,1.05986,1.06331,1.05606,1.05778
2017-02-15,1.05777,1.06089,1.05211,1.06027
2017-02-16,1.06009,1.0679,1.05996,1.06707
2017-02-17,1.06708,1.06764,1.06049,1.06143
2017-02-19,1.06186,1.06325,1.06181,1.06247
2017-02-20,1.06238,1.06296,1.06029,1.06084
2017-02-21,1.06087,1.06123,1.05255,1.05407
2017-02-22,1.05408,1.05736,1.04934,1.05502
2017-02-23,1.05501,1.05948,1.05374,1.05835
2017-02-24,1.05837,1.06175,1.05566,1.0559
2017-02-26,1.05619,1.05644,1.05515,1.05518
2017-02-27,1.05519,1.06301,1.05513,1.05835
2017-02-28,1.0582,1.06299,1.05664,1.0569
2017-03-01,1.05689,1.0589,1.0514,1.05354
2017-03-02,1.05358,1.05453,1.04947,1.05066
2017-03-03,1.05078,1.06212,1.05021,1.06134
2017-03-05,1.06171,1.06213,1.06152,1.06206
2017-03-06,1.06207,1.06394,1.05746,1.05789
2017-03-07,1.05788,1.06023,1.0558,1.05691
2017-03-08,1.0569,1.05737,1.05346,1.05445
2017-03-09,1.05438,1.06148,1.05248,1.05792
2017-03-10,1.05798,1.06988,1.05798,1.06815
2017-03-12,1.06812,1.06925,1.06812,1.06898
2017-03-13,1.06897,1.07141,1.06455,1.06506
2017-03-14,1.06507,1.06623,1.06003,1.06118
2017-03-15,1.06119,1.07396,1.06071,1.07374
2017-03-16,1.07372,1.07734,1.07058,1.07716
2017-03-17,1.07717,1.07821,1.07273,1.07362
2017-03-19,1.07429,1.0743,1.07409,1.07415
2017-03-20,1.07423,1.0777,1.07191,1.07365
2017-03-21,1.07365,1.0819,1.07351,1.08124
2017-03-22,1.08123,1.08231,1.07756,1.07893
2017-03-23,1.07894,1.08045,1.0768,1.07829
2017-03-24,1.07737,1.08177,1.07602,1.07955
2017-03-26,1.08381,1.08489,1.08381,1.08452
2017-03-27,1.08451,1.09058,1.08373,1.08607
2017-03-28,1.08606,1.08724,1.07989,1.08157
2017-03-29,1.08156,1.08263,1.07397,1.07582
2017-03-30,1.07581,1.07677,1.06717,1.06875
2017-03-31,1.06874,1.07014,1.06414,1.06414
2017-04-02,1.06709,1.06712,1.06672,1.06689
2017-04-03,1.06691,1.06808,1.06421,1.06695
2017-04-04,1.06697,1.06813,1.06355,1.0678
2017-04-05,1.06778,1.06888,1.06353,1.06716
2017-04-06,1.06716,1.06838,1.06289,1.06436
2017-04-07,1.06436,1.06652,1.05804,1.05884
2017-04-09,1.05835,1.05835,1.05784,1.05801
2017-04-10,1.05801,1.06064,1.05696,1.05968
2017-04-11,1.05969,1.06298,1.05783,1.061
2017-04-12,1.06101,1.06749,1.05888,1.06698
2017-04-13,1.06697,1.06772,1.06093,1.06149
2017-04-14,1.06148,1.06296,1.0606,1.061
2017-04-16,1.06064,1.06118,1.06048,1.06096
2017-04-17,1.06097,1.06702,1.06084,1.06431
2017-04-18,1.0643,1.07357,1.0637,1.07273
2017-04-19,1.07274,1.07366,1.06997,1.07143
2017-04-20,1.07142,1.07773,1.07092,1.07138
2017-04-21,1.07138,1.07376,1.0682,1.07168
2017-04-23,1.08742,1.08787,1.08644,1.08732
2017-04-24,1.08731,1.08773,1.08206,1.08647
2017-04-25,1.08647,1.09498,1.08512,1.09274
2017-04-26,1.09274,1.09505,1.08555,1.0908
2017-04-27,1.09081,1.09325,1.08513,1.0865
2017-04-28,1.08651,1.09468,1.08567,1.08919
2017-04-30,1.09042,1.09105,1.09037,1.0905
2017-05-01,1.09051,1.09233,1.08836,1.09079
2017-05-02,1.0908,1.09357,1.08876,1.09341
2017-05-03,1.09343,1.09363,1.08822,1.08876
2017-05-04,1.08875,1.09866,1.08743,1.09803
2017-05-05,1.09802,1.0999,1.09484,1.09966
2017-05-07,1.09889,1.09913,1.09628,1.09643
2017-05-08,1.09643,1.09965,1.09157,1.0926
2017-05-09,1.09261,1.0933,1.08629,1.08857
2017-05-10,1.08856,1.08976,1.08527,1.08666
2017-05-11,1.08663,1.08925,1.08386,1.08639
2017-05-12,1.08639,1.09337,1.08552,1.09298
2017-05-14,1.09254,1.09276,1.09222,1.09274
2017-05-15,1.09275,1.0989,1.09221,1.09794
2017-05-16,1.09795,1.10965,1.09786,1.10928
2017-05-17,1.10928,1.11621,1.1081,1.11535
2017-05-18,1.11532,1.11713,1.10751,1.11096
2017-05-19,1.11095,1.12112,1.10989,1.12007
2017-05-21,1.1208,1.12081,1.12003,1.12026
2017-05-22,1.12027,1.12629,1.11609,1.12368
2017-05-23,1.12368,1.12673,1.11745,1.11783
2017-05-24,1.11783,1.12327,1.11678,1.123
2017-05-25,1.123,1.125,1.11931,1.12096
2017-05-26,1.12095,1.12342,1.11601,1.11826
2017-05-28,1.11839,1.11843,1.11722,1.11755
2017-05-29,1.11755,1.11893,1.11272,1.11284
2017-05-30,1.11286,1.12047,1.11092,1.11723
2017-05-31,1.11723,1.12516,1.11641,1.1239
2017-06-01,1.1239,1.12561,1.12016,1.12123
2017-06-02,1.12124,1.12846,1.12045,1.12784
2017-06-04,1.12761,1.12805,1.12754,1.12773
2017-06-05,1.12773,1.12782,1.12337,1.12567
2017-06-06,1.12567,1.12835,1.12398,1.12696
2017-06-07,1.12696,1.12813,1.12035,1.1255
2017-06-08,1.1255,1.12685,1.11795,1.11883
2017-06-09,1.11883,1.12151,1.11657,1.11934
2017-06-11,1.12013,1.12053,1.11964,1.12011
2017-06-12,1.12012,1.12315,1.11913,1.11968
2017-06-13,1.11969,1.12242,1.11846,1.12085
2017-06-14,1.12086,1.12953,1.11924,1.12122
2017-06-15,1.12124,1.12279,1.11315,1.11483
2017-06-16,1.11482,1.1201,1.11378,1.11966
2017-06-18,1.12029,1.12061,1.12008,1.12032
2017-06-19,1.12032,1.12122,1.11404,1.11441
2017-06-20,1.11434,1.11645,1.11183,1.11359
2017-06-21,1.11359,1.11684,1.11268,1.1166
2017-06-22,1.11661,1.11773,1.11387,1.1149
2017-06-23,1.1149,1.12083,1.11446,1.11927
2017-06-26,1.11948,1.12192,1.11712,1.11822
2017-06-27,1.11823,1.13487,1.11795,1.13363
2017-06-28,1.13362,1.139,1.12921,1.13779
2017-06-29,1.13778,1.14449,1.1376,1.14389
2017-06-30,1.14389,1.14438,1.13916,1.14256
2017-07-02,1.14242,1.14249,1.14206,1.14227
2017-07-03,1.14229,1.14244,1.13545,1.13716
2017-07-04,1.13716,1.13764,1.13362,1.13588
2017-07-05,1.13588,1.13679,1.13119,1.13459
2017-07-06,1.13458,1.14252,1.13294,1.1421
2017-07-07,1.14209,1.14388,1.13793,1.1396
2017-07-09,1.14005,1.14032,1.13987,1.14028
2017-07-10,1.14028,1.14175,1.13811,1.13957
2017-07-11,1.13957,1.14791,1.13822,1.14733
2017-07-12,1.14734,1.14889,1.13924,1.14179
2017-07-13,1.14178,1.14553,1.13699,1.14038
2017-07-14,1.14039,1.14713,1.13909,1.14681
2017-07-16,1.14714,1.14744,1.14692,1.14734
2017-07-17,1.14734,1.14865,1.14341,1.14726
2017-07-18,1.14727,1.15826,1.14709,1.15472
2017-07-19,1.15473,1.15528,1.15096,1.15282
2017-07-20,1.1528,1.16563,1.14786,1.16277
2017-07-21,1.16278,1.16822,1.16185,1.16599
2017-07-23,1.16727,1.16811,1.16726,1.16807
2017-07-24,1.16805,1.16837,1.16254,1.1638
2017-07-25,1.16381,1.17118,1.16302,1.16438
2017-07-26,1.16438,1.17424,1.16125,1.17309
2017-07-27,1.17308,1.17761,1.16495,1.16892
2017-07-28,1.16892,1.17634,1.16706,1.17477
2017-07-30,1.17543,1.17546,1.17448,1.17462
2017-07-31,1.17466,1.18451,1.17226,1.18204
2017-08-01,1.18202,1.18373,1.17866,1.18102
2017-08-02,1.18103,1.19085,1.17931,1.18509
2017-08-03,1.18509,1.18926,1.183,1.18817
2017-08-04,1.18817,1.18887,1.17288,1.17687
2017-08-06,1.17864,1.17872,1.17762,1.17764
2017-08-07,1.17764,1.18135,1.17761,1.17991
2017-08-08,1.1799,1.18233,1.17161,1.17536
2017-08-09,1.17537,1.17628,1.16895,1.17626
2017-08-10,1.17626,1.17843,1.17038,1.17696
2017-08-11,1.17696,1.18459,1.1748,1.18194
2017-08-13,1.18207,1.1826,1.18183,1.18246
2017-08-14,1.18246,1.18378,1.17675,1.1775
2017-08-15,1.17751,1.17923,1.1687,1.17398
2017-08-16,1.17398,1.17781,1.16803,1.17731
2017-08-17,1.17731,1.17894,1.16637,1.17152
2017-08-18,1.17151,1.17738,1.17099,1.17578
2017-08-21,1.17596,1.18275,1.17307,1.18107
2017-08-22,1.18107,1.18237,1.17445,1.17609
2017-08-23,1.1761,1.18225,1.17416,1.1815
2017-08-24,1.18155,1.18155,1.17836,1.1797
2017-08-25,1.1797,1.19403,1.17731,1.19212
2017-08-27,1.19409,1.19589,1.19405,1.19505
2017-08-28,1.19506,1.19832,1.19163,1.19634
2017-08-29,1.19635,1.20695,1.19461,1.19692
2017-08-30,1.19691,1.19837,1.188,1.18901
2017-08-31,1.18903,1.19166,1.18225,1.19085
2017-09-01,1.19086,1.19783,1.18506,1.18584
2017-09-03,1.18831,1.18837,1.18766,1.18814
2017-09-04,1.18813,1.19214,1.18772,1.18923
2017-09-05,1.18924,1.194,1.18678,1.19231
2017-09-06,1.1923,1.19499,1.19024,1.19258
2017-09-07,1.19259,1.20579,1.19137,1.20273
2017-09-08,1.20276,1.20918,1.20147,1.20342
2017-09-10,1.20172,1.2018,1.20107,1.20163
2017-09-11,1.2016,1.20289,1.19473,1.19574
2017-09-12,1.19575,1.19777,1.19256,1.19705
2017-09-13,1.19704,1.19942,1.18725,1.18875
2017-09-14,1.18876,1.19216,1.18395,1.19206
2017-09-15,1.19207,1.19859,1.19005,1.19419
2017-09-17,1.19435,1.19449,1.1933,1.19371
2017-09-18,1.19372,1.19688,1.19144,1.19594
2017-09-19,1.19593,1.20059,1.19545,1.1992
2017-09-20,1.19919,1.20315,1.1861,1.18737
2017-09-21,1.18738,1.1953,1.18651,1.19442
2017-09-22,1.19439,1.20038,1.19365,1.19463
2017-09-24,1.19224,1.19265,1.19179,1.19261
2017-09-25,1.1926,1.19359,1.18323,1.1855
2017-09-26,1.18549,1.18608,1.17571,1.17832
2017-09-27,1.17831,1.17946,1.17165,1.17491
2017-09-28,1.17492,1.18033,1.17205,1.17805
2017-09-29,1.17806,1.18317,1.17719,1.18116
2017-10-01,1.18097,1.18101,1.18052,1.18073
2017-10-02,1.18072,1.18072,1.17294,1.1731
2017-10-03,1.17309,1.17727,1.16958,1.1747
2017-10-04,1.17472,1.17871,1.17458,1.17559
2017-10-05,1.17558,1.17782,1.16984,1.17133
2017-10-06,1.17134,1.17382,1.16694,1.17218
2017-10-08,1.17415,1.17425,1.17386,1.17419
2017-10-09,1.17418,1.17554,1.17189,1.17405
2017-10-10,1.17404,1.18247,1.17399,1.18129
2017-10-11,1.18127,1.18684,1.17945,1.18637
2017-10-12,1.18636,1.18792,1.18264,1.18305
2017-10-13,1.18306,1.18744,1.18047,1.182
2017-10-15,1.18064,1.1814,1.18052,1.1814
2017-10-16,1.18141,1.1819,1.178,1.1794
2017-10-17,1.17941,1.17943,1.17355,1.17706
2017-10-18,1.17705,1.18047,1.17296,1.17937
2017-10-19,1.17939,1.18576,1.17675,1.18478
2017-10-20,1.18479,1.18573,1.17619,1.17782
2017-10-22,1.17633,1.17636,1.17506,1.17536
2017-10-23,1.1754,1.17766,1.17243,1.17541
2017-10-24,1.17543,1.17923,1.1742,1.17593
2017-10-25,1.17595,1.18197,1.17523,1.18187
2017-10-26,1.18189,1.18361,1.16307,1.16371
2017-10-27,1.1637,1.16431,1.15736,1.16079
2017-10-29,1.16068,1.16092,1.16023,1.16049
2017-10-30,1.16059,1.16574,1.15968,1.16507
2017-10-31,1.16508,1.16608,1.16245,1.16512
2017-11-01,1.16507,1.16566,1.16058,1.16278
2017-11-02,1.16277,1.16868,1.16255,1.16581
2017-11-03,1.16584,1.16897,1.15986,1.16083
2017-11-05,1.16134,1.16175,1.16082,1.16142
2017-11-06,1.16143,1.16236,1.15796,1.16106
2017-11-07,1.16107,1.1615,1.15536,1.16003
2017-11-08,1.16004,1.16105,1.15788,1.15945
2017-11-09,1.15946,1.16544,1.1585,1.16457
2017-11-10,1.16458,1.16774,1.16222,1.16642
2017-11-12,1.16582,1.16642,1.16581,1.16604
2017-11-13,1.16605,1.16748,1.16368,1.1664
2017-11-14,1.16641,1.18044,1.16619,1.179
2017-11-15,1.17901,1.186,1.17756,1.17821
2017-11-16,1.17822,1.18004,1.1756,1.17775
2017-11-17,1.17776,1.18213,1.17733,1.17921
2017-11-19,1.17455,1.17501,1.17217,1.17339
2017-11-20,1.17338,1.1808,1.17245,1.17367
2017-11-21,1.17365,1.17572,1.17124,1.17411
2017-11-22,1.17399,1.18265,1.17341,1.18139
2017-11-23,1.1814,1.18554,1.18126,1.18498
2017-11-24,1.18499,1.19439,1.18362,1.19344
2017-11-26,1.19275,1.19291,1.19237,1.19267
2017-11-27,1.19277,1.19605,1.1895,1.19036
2017-11-28,1.1903,1.19194,1.18264,1.18484
2017-11-29,1.18485,1.18822,1.18168,1.18515
2017-11-30,1.18478,1.19309,1.18083,1.18974
2017-12-01,1.18991,1.19397,1.18502,1.18984
2017-12-03,1.1868,1.18746,1.18557,1.1856
2017-12-04,1.18555,1.1878,1.18285,1.18672
2017-12-05,1.1867,1.1876,1.18001,1.18299
2017-12-06,1.18296,1.18476,1.178,1.18034
2017-12-07,1.18035,1.1814,1.17707,1.17721
2017-12-08,1.1772,1.17739,1.17296,1.17654
2017-12-10,1.17702,1.17706,1.17655,1.17671
2017-12-11,1.17681,1.18112,1.17655,1.17757
2017-12-12,1.1775,1.17921,1.17169,1.17416
2017-12-13,1.17422,1.18399,1.17287,1.18356
2017-12-14,1.18355,1.1862,1.17697,1.17739
2017-12-15,1.1774,1.18118,1.17499,1.17545
2017-12-17,1.17459,1.17504,1.174,1.17425
2017-12-18,1.17426,1.18337,1.17416,1.17833
2017-12-19,1.17835,1.18483,1.17759,1.18363
2017-12-20,1.18355,1.19012,1.18283,1.1877
2017-12-21,1.18765,1.1889,1.18487,1.18516
2017-12-22,1.18515,1.18633,1.18163,1.18628
2017-12-24,1.18469,1.18492,1.18463,1.18463
2017-12-26,1.18701,1.18779,1.1846,1.18566
2017-12-27,1.18571,1.19097,1.18545,1.18997
2017-12-28,1.18987,1.19585,1.18965,1.19388
2017-12-29,1.1939,1.20249,1.19364,1.19978
2018-01-01,1.20096,1.20164,1.20018,1.20099
2018-01-02,1.201,1.20807,1.20072,1.20611
2018-01-03,1.20612,1.20632,1.20005,1.20101
2018-01-04,1.201,1.20883,1.20036,1.20658
2018-01-05,1.2066,1.20821,1.20199,1.20338
2018-01-07,1.20347,1.20386,1.20338,1.20363
2018-01-08,1.20364,1.20516,1.19551,1.19693
2018-01-09,1.1969,1.19749,1.19148,1.19277
2018-01-10,1.19293,1.20174,1.19225,1.19552
2018-01-11,1.1955,1.20583,1.19288,1.20423
2018-01-12,1.20416,1.22181,1.20394,1.21965
2018-01-14,1.21958,1.21996,1.21902,1.21914
2018-01-15,1.21916,1.22961,1.21869,1.22662
2018-01-16,1.22658,1.22828,1.21945,1.22701
2018-01-17,1.22688,1.23226,1.21789,1.21795
2018-01-18,1.21796,1.22645,1.2173,1.22336
2018-01-19,1.22362,1.22948,1.2218,1.22196
2018-01-21,1.22468,1.2258,1.22432,1.22555
2018-01-22,1.22554,1.22665,1.22133,1.22556
2018-01-23,1.22576,1.23148,1.22225,1.23083
2018-01-24,1.23084,1.24144,1.22925,1.2392
2018-01-25,1.23921,1.25372,1.23633,1.23906
2018-01-26,1.23908,1.24932,1.23856,1.24233
2018-01-28,1.24172,1.24307,1.24171,1.24307
2018-01-29,1.24309,1.24315,1.23362,1.23804
2018-01-30,1.23805,1.24534,1.23342,1.24078
2018-01-31,1.24076,1.24743,1.23865,1.24163
2018-02-01,1.24165,1.25219,1.23848,1.251
2018-02-02,1.25102,1.25176,1.24087,1.24572
2018-02-04,1.24376,1.24545,1.24362,1.24457
2018-02-05,1.24456,1.24743,1.23645,1.23654
2018-02-06,1.23655,1.24339,1.23133,1.23798
2018-02-07,1.23797,1.24054,1.22452,1.22695
2018-02-08,1.22694,1.22944,1.22115,1.226
2018-02-09,1.22601,1.22867,1.22049,1.22433
2018-02-11,1.22442,1.2252,1.22442,1.22517
2018-02-12,1.22518,1.23067,1.22344,1.23005
2018-02-13,1.23006,1.23704,1.22839,1.23531
2018-02-14,1.2353,1.24692,1.22752,1.24676
2018-02-15,1.24675,1.25097,1.24474,1.25022
2018-02-16,1.25023,1.25548,1.23928,1.24087
2018-02-18,1.2419,1.24194,1.24101,1.24111
2018-02-19,1.24112,1.24346,1.23685,1.23996
2018-02-20,1.23995,1.241,1.23191,1.23349
2018-02-21,1.23346,1.23593,1.22786,1.22798
2018-02-22,1.228,1.23516,1.22592,1.2325
2018-02-23,1.23251,1.2331,1.22792,1.22949
2018-02-25,1.22909,1.22922,1.22805,1.22877
2018-02-26,1.22878,1.23544,1.22773,1.23145
2018-02-27,1.23144,1.23458,1.22209,1.22254
2018-02-28,1.22256,1.2241,1.21872,1.2191
2018-03-01,1.21909,1.22729,1.2154,1.22705
2018-03-02,1.22704,1.23353,1.22508,1.23246
2018-03-04,1.232,1.23283,1.22988,1.23172
2018-03-05,1.23171,1.23483,1.22682,1.2336
2018-03-06,1.23362,1.24196,1.23273,1.2415
2018-03-07,1.24148,1.24444,1.23841,1.24116
2018-03-08,1.24117,1.24455,1.22972,1.2306
2018-03-09,1.23061,1.23336,1.22723,1.2307
2018-03-11,1.23071,1.23092,1.23054,1.23077
2018-03-12,1.23079,1.23449,1.22896,1.2338
2018-03-13,1.23379,1.24067,1.23138,1.23923
2018-03-14,1.23921,1.2412,1.23464,1.23742
2018-03-15,1.23743,1.2383,1.22995,1.23054
2018-03-16,1.23055,1.23355,1.22595,1.22883
2018-03-18,1.22846,1.22847,1.22792,1.22803
2018-03-19,1.22804,1.23582,1.22574,1.2336
2018-03-20,1.2335,1.23541,1.22391,1.22476
2018-03-21,1.22478,1.23493,1.22461,1.23458
2018-03-22,1.23456,1.23878,1.22847,1.23057
2018-03-23,1.23201,1.23727,1.23161,1.23522
2018-03-25,1.23649,1.23649,1.23528,1.23535
2018-03-26,1.23534,1.24609,1.23511,1.24566
2018-03-27,1.24564,1.24757,1.23717,1.24081
2018-03-28,1.2408,1.2421,1.22994,1.23118
2018-03-29,1.23119,1.2335,1.22833,1.23
2018-03-30,1.23012,1.233,1.22938,1.23138
2018-04-01,1.23136,1.23151,1.23121,1.23122
2018-04-02,1.23124,1.23445,1.22817,1.22925
2018-04-03,1.22928,1.23354,1.22533,1.22776
2018-04-04,1.22778,1.23136,1.22565,1.22867
2018-04-05,1.22869,1.22897,1.22177,1.2248
2018-04-06,1.22483,1.22903,1.22143,1.22791
2018-04-08,1.227,1.2271,1.22648,1.22703
2018-04-09,1.22705,1.23265,1.22596,1.23199
2018-04-10,1.232,1.2377,1.23021,1.23621
2018-04-11,1.23622,1.23956,1.23463,1.23712
2018-04-12,1.23711,1.23792,1.22988,1.23287
2018-04-13,1.23286,1.23453,1.23064,1.23278
2018-04-15,1.233,1.2333,1.2329,1.2331
2018-04-16,1.23311,1.23939,1.23235,1.23832
2018-04-17,1.23833,1.24131,1.23355,1.23719
2018-04-18,1.23719,1.23965,1.23409,1.2378
2018-04-19,1.23779,1.23996,1.23285,1.23427
2018-04-20,1.23426,1.23523,1.22493,1.22861
2018-04-22,1.22801,1.22817,1.22721,1.22732
2018-04-23,1.22733,1.22889,1.21969,1.22088
2018-04-24,1.22093,1.22444,1.2181,1.22367
2018-04-25,1.22367,1.22368,1.21595,1.21699
2018-04-26,1.217,1.22092,1.20956,1.21075
2018-04-27,1.21075,1.21321,1.20547,1.21296
2018-04-29,1.21203,1.2122,1.21183,1.21219
2018-04-30,1.2122,1.2138,1.20636,1.20808
2018-05-01,1.20809,1.20822,1.19807,1.19904
2018-05-02,1.19906,1.20309,1.19372,1.19498
2018-05-03,1.19499,1.20081,1.19472,1.1988
2018-05-04,1.19881,1.19947,1.19102,1.19595
2018-05-06,1.19588,1.196,1.19539,1.19539
2018-05-07,1.19537,1.19773,1.18968,1.19324
2018-05-08,1.19325,1.19381,1.18374,1.18666
2018-05-09,1.18669,1.18963,1.18219,1.18461
2018-05-10,1.18459,1.1946,1.18433,1.19132
2018-05-11,1.19133,1.19673,1.18905,1.19391
2018-05-13,1.19463,1.1955,1.19461,1.1952
2018-05-14,1.19519,1.19955,1.19223,1.19304
2018-05-15,1.19306,1.19379,1.18171,1.18197
2018-05-16,1.18198,1.18537,1.17627,1.1814
2018-05-17,1.18141,1.18368,1.17758,1.17895
2018-05-18,1.17896,1.18214,1.17492,1.17698
2018-05-20,1.17623,1.17668,1.17597,1.17645
2018-05-21,1.17646,1.1796,1.17159,1.17893
2018-05-22,1.17892,1.18292,1.17567,1.17876
2018-05-23,1.17875,1.17884,1.16752,1.17086
2018-05-24,1.17085,1.17497,1.16901,1.17215
2018-05-25,1.17217,1.17329,1.16451,1.16474
2018-05-27,1.16882,1.16892,1.16836,1.16879
2018-05-28,1.1688,1.17278,1.16069,1.16257
2018-05-29,1.16258,1.1639,1.15094,1.1537
2018-05-30,1.15372,1.16757,1.1518,1.16641
2018-05-31,1.1664,1.17236,1.16405,1.16915
2018-06-01,1.16915,1.17173,1.16169,1.16578
2018-06-03,1.16642,1.16679,1.16621,1.16665
2018-06-04,1.16667,1.17439,1.16663,1.16995
2018-06-05,1.16996,1.17318,1.1652,1.17256
2018-06-06,1.17257,1.17952,1.17134,1.17807
2018-06-07,1.17806,1.18393,1.17805,1.17926
2018-06-08,1.17925,1.18097,1.17265,1.17668
2018-06-10,1.17748,1.17853,1.17729,1.17839
2018-06-11,1.1784,1.182,1.17715,1.1772
2018-06-12,1.17719,1.18084,1.17328,1.1747
2018-06-13,1.17472,1.18042,1.17244,1.18026
