Date,Open,High,Low,Close,ZigZag
27.06.2006,1.2608,1.262,1.2561,1.2571,0
28.06.2006,1.2571,1.2587,1.2514,1.2544,0
29.06.2006,1.2546,1.2673,1.2519,1.2663,0
30.06.2006,1.2664,1.2799,1.2661,1.279,0
02.07.2006,1.2788,1.2794,1.2779,1.2793,0
03.07.2006,1.2791,1.2824,1.276,1.2802,0
04.07.2006,1.2801,1.2826,1.2774,1.2778,0
05.07.2006,1.2779,1.2841,1.2705,1.2729,0
06.07.2006,1.273,1.2786,1.2719,1.2776,0
07.07.2006,1.2774,1.2864,1.2765,1.281,1.29
09.07.2006,1.2813,1.282,1.2804,1.2808,0
10.07.2006,1.2809,1.2815,1.2718,1.2739,0
11.07.2006,1.2739,1.2781,1.2705,1.2765,0
12.07.2006,1.2767,1.2781,1.2674,1.2701,0
13.07.2006,1.27,1.2733,1.2662,1.2692,0
14.07.2006,1.2692,1.2696,1.2626,1.265,0
16.07.2006,1.2638,1.2647,1.2629,1.2633,0
17.07.2006,1.2634,1.2646,1.2509,1.2522,0
18.07.2006,1.2521,1.2561,1.2473,1.2503,0
19.07.2006,1.2502,1.2612,1.2457,1.2598,1.25
20.07.2006,1.2598,1.2656,1.2588,1.2635,0
21.07.2006,1.2633,1.2708,1.2627,1.27,0
23.07.2006,1.2704,1.2708,1.2693,1.2698,0
24.07.2006,1.2699,1.27,1.261,1.2625,0
25.07.2006,1.2623,1.2677,1.2562,1.2579,0
26.07.2006,1.258,1.2727,1.2559,1.2709,0
27.07.2006,1.2709,1.2775,1.268,1.2687,0
28.07.2006,1.2687,1.2774,1.2659,1.2762,0
30.07.2006,1.2765,1.2774,1.2757,1.277,0
31.07.2006,1.2771,1.2786,1.2739,1.2766,0
01.08.2006,1.2766,1.2833,1.272,1.2824,0
02.08.2006,1.2824,1.2838,1.2775,1.279,0
03.08.2006,1.2793,1.2836,1.2741,1.2799,0
04.08.2006,1.2799,1.2912,1.2776,1.2874,0
06.08.2006,1.2884,1.2895,1.2879,1.2887,0
07.08.2006,1.2888,1.2893,1.2806,1.2822,0
08.08.2006,1.2822,1.2894,1.2764,1.279,0
09.08.2006,1.2789,1.2905,1.2769,1.2872,0
10.08.2006,1.2872,1.2915,1.2746,1.2793,1.29
11.08.2006,1.2792,1.2796,1.2715,1.2721,0
13.08.2006,1.2712,1.2747,1.271,1.2739,0
14.08.2006,1.2737,1.2764,1.2707,1.2723,0
15.08.2006,1.2723,1.2807,1.2694,1.2786,1.27
16.08.2006,1.2786,1.2867,1.2768,1.285,0
17.08.2006,1.285,1.289,1.2813,1.2833,0
18.08.2006,1.2831,1.2848,1.2781,1.2825,0
20.08.2006,1.2827,1.2842,1.2825,1.2836,0
21.08.2006,1.2836,1.2942,1.283,1.2867,1.29
22.08.2006,1.2866,1.2887,1.2782,1.2799,0
23.08.2006,1.2799,1.2854,1.2774,1.2782,0
24.08.2006,1.2782,1.2841,1.2752,1.276,0
25.08.2006,1.2762,1.2785,1.2723,1.2754,0
27.08.2006,1.2761,1.2766,1.2754,1.2763,0
28.08.2006,1.2763,1.2823,1.2757,1.2791,0
29.08.2006,1.2791,1.2841,1.2749,1.2831,0
30.08.2006,1.2831,1.2855,1.2812,1.2832,0
31.08.2006,1.2831,1.2881,1.2785,1.2808,0
01.09.2006,1.281,1.285,1.2755,1.2836,0
03.09.2006,1.2846,1.2862,1.2839,1.2854,0
04.09.2006,1.2854,1.2877,1.2838,1.2862,0
05.09.2006,1.2861,1.2866,1.2795,1.2817,0
06.09.2006,1.2816,1.2836,1.2769,1.2817,0
07.09.2006,1.2817,1.2835,1.2706,1.2728,0
08.09.2006,1.2729,1.2735,1.265,1.2674,0
10.09.2006,1.2666,1.2676,1.2662,1.2669,0
11.09.2006,1.267,1.2745,1.2648,1.2701,0
12.09.2006,1.2701,1.2735,1.2671,1.2683,0
13.09.2006,1.2681,1.2719,1.2664,1.2699,0
14.09.2006,1.2699,1.2756,1.2675,1.2723,0
15.09.2006,1.2721,1.274,1.263,1.2659,0
17.09.2006,1.2637,1.2646,1.2629,1.2633,1.26
18.09.2006,1.2633,1.2712,1.2633,1.2707,0
19.09.2006,1.2705,1.2726,1.265,1.2675,0
20.09.2006,1.2677,1.2727,1.2665,1.2694,0
21.09.2006,1.2692,1.2798,1.269,1.2786,0
22.09.2006,1.2787,1.283,1.2779,1.2783,1.28
24.09.2006,1.2789,1.2794,1.2785,1.2789,0
25.09.2006,1.2788,1.2819,1.2731,1.2755,0
26.09.2006,1.2756,1.2761,1.2662,1.2694,0
27.09.2006,1.2696,1.2718,1.267,1.2712,0
28.09.2006,1.2713,1.2732,1.2678,1.2705,0
29.09.2006,1.2706,1.2714,1.2639,1.2673,0
01.10.2006,1.2683,1.2684,1.2674,1.2683,0
02.10.2006,1.2684,1.2761,1.2662,1.2743,0
03.10.2006,1.2741,1.2764,1.2719,1.2732,0
04.10.2006,1.2733,1.2738,1.2668,1.2717,0
05.10.2006,1.2714,1.2725,1.2671,1.2692,0
06.10.2006,1.2693,1.2714,1.2574,1.2599,0
08.10.2006,1.2588,1.2596,1.2585,1.2595,0
09.10.2006,1.2596,1.2612,1.2584,1.2591,0
10.10.2006,1.259,1.2612,1.2517,1.2533,0
11.10.2006,1.2534,1.2556,1.2502,1.252,0
12.10.2006,1.2521,1.2565,1.2516,1.2556,0
13.10.2006,1.2557,1.2577,1.2483,1.2512,1.25
15.10.2006,1.2501,1.2505,1.2497,1.2498,0
16.10.2006,1.2499,1.2541,1.2488,1.2529,0
17.10.2006,1.2528,1.2564,1.2508,1.2538,0
18.10.2006,1.2539,1.2557,1.2502,1.254,0
19.10.2006,1.254,1.2641,1.2531,1.2628,0
20.10.2006,1.2627,1.264,1.2596,1.2616,0
22.10.2006,1.2615,1.2619,1.2607,1.2618,0
23.10.2006,1.2619,1.2621,1.2535,1.2547,0
24.10.2006,1.2546,1.2575,1.2524,1.2556,0
25.10.2006,1.2557,1.2621,1.2556,1.2614,0
26.10.2006,1.2613,1.2701,1.2611,1.2688,0
27.10.2006,1.2687,1.2749,1.2662,1.274,0
29.10.2006,1.273,1.2733,1.2721,1.2726,0
30.10.2006,1.2725,1.2734,1.2698,1.2711,0
31.10.2006,1.271,1.2782,1.2677,1.2763,0
01.11.2006,1.2762,1.2797,1.2741,1.2744,0
02.11.2006,1.2743,1.2784,1.2736,1.2774,0
03.11.2006,1.2776,1.278,1.2681,1.2716,0
05.11.2006,1.2717,1.2721,1.2713,1.2714,0
06.11.2006,1.2713,1.2733,1.2689,1.2724,0
07.11.2006,1.2726,1.2817,1.2723,1.2773,0
08.11.2006,1.2774,1.2806,1.2745,1.275,0
09.11.2006,1.2751,1.2847,1.2749,1.2839,0
10.11.2006,1.2838,1.2899,1.2835,1.284,0
12.11.2006,1.2851,1.2867,1.2842,1.2864,0
13.11.2006,1.2863,1.2878,1.2795,1.281,0
14.11.2006,1.2809,1.2869,1.2789,1.2809,0
15.11.2006,1.2808,1.2833,1.2772,1.2821,0
16.11.2006,1.2822,1.2839,1.2783,1.2791,0
17.11.2006,1.2793,1.2844,1.2761,1.2828,0
19.11.2006,1.2825,1.2831,1.2816,1.2825,0
20.11.2006,1.2824,1.285,1.2804,1.2822,0
21.11.2006,1.2823,1.2853,1.2797,1.2842,0
22.11.2006,1.2841,1.2956,1.284,1.2938,0
23.11.2006,1.2939,1.2974,1.2927,1.2949,0
24.11.2006,1.2951,1.3109,1.2947,1.3093,0
26.11.2006,1.3156,1.3161,1.313,1.3133,0
27.11.2006,1.3132,1.3148,1.3086,1.3135,0
28.11.2006,1.3131,1.3217,1.3118,1.32,0
29.11.2006,1.3199,1.3206,1.3131,1.3149,0
30.11.2006,1.3148,1.3273,1.314,1.3251,0
01.12.2006,1.325,1.3347,1.3219,1.3336,0
03.12.2006,1.3362,1.3363,1.3337,1.3342,0
04.12.2006,1.3343,1.3345,1.3281,1.3337,0
05.12.2006,1.3338,1.3361,1.3286,1.3316,0
06.12.2006,1.3317,1.334,1.3254,1.3287,0
07.12.2006,1.3286,1.3323,1.3275,1.3282,0
08.12.2006,1.3284,1.3364,1.3189,1.3202,1.34
10.12.2006,1.3182,1.3194,1.316,1.3167,0
11.12.2006,1.3168,1.3261,1.313,1.3247,0
12.12.2006,1.3246,1.3291,1.3212,1.3268,0
13.12.2006,1.3269,1.3287,1.319,1.3206,0
14.12.2006,1.3208,1.3252,1.314,1.3142,0
15.12.2006,1.3143,1.3186,1.3059,1.3079,0
17.12.2006,1.3082,1.3094,1.3079,1.3092,0
18.12.2006,1.3093,1.3117,1.3051,1.3102,1.31
19.12.2006,1.3101,1.3225,1.3082,1.3224,0
20.12.2006,1.3223,1.3244,1.3159,1.3183,0
21.12.2006,1.3184,1.3212,1.314,1.3186,0
22.12.2006,1.3187,1.3211,1.3107,1.3128,0
25.12.2006,1.3138,1.3139,1.3125,1.3132,0
26.12.2006,1.3133,1.314,1.3087,1.3114,0
27.12.2006,1.3112,1.3177,1.311,1.3112,0
28.12.2006,1.3113,1.3201,1.3103,1.3139,0
29.12.2006,1.314,1.3205,1.3134,1.3198,0
31.12.2006,1.3189,1.3189,1.3189,1.3189,0
01.01.2007,1.3205,1.3233,1.3201,1.3231,0
02.01.2007,1.3233,1.3296,1.3221,1.3279,1.33
03.01.2007,1.328,1.3289,1.3146,1.3163,0
04.01.2007,1.3164,1.3179,1.3075,1.3078,0
05.01.2007,1.3077,1.3104,1.298,1.3001,0
07.01.2007,1.301,1.301,1.2984,1.2992,0
08.01.2007,1.2993,1.3046,1.2971,1.3046,0
09.01.2007,1.3045,1.3051,1.2959,1.2968,0
10.01.2007,1.2967,1.3,1.2929,1.2947,0
11.01.2007,1.2946,1.3014,1.2881,1.2884,0
12.01.2007,1.2883,1.2944,1.2865,1.2922,1.29
14.01.2007,1.2927,1.2928,1.2914,1.2915,0
15.01.2007,1.2916,1.2955,1.2914,1.2925,0
16.01.2007,1.2926,1.2988,1.2907,1.2921,0
17.01.2007,1.2922,1.2949,1.2896,1.2932,0
18.01.2007,1.2934,1.2975,1.2895,1.2964,0
19.01.2007,1.2963,1.2999,1.2912,1.296,0
21.01.2007,1.2956,1.2969,1.2953,1.2967,0
22.01.2007,1.2968,1.2978,1.2921,1.294,0
23.01.2007,1.2939,1.3042,1.2927,1.3024,1.3
24.01.2007,1.3023,1.3036,1.2946,1.2952,0
25.01.2007,1.2953,1.3,1.2913,1.2934,0
26.01.2007,1.2935,1.2937,1.2876,1.2914,1.29
28.01.2007,1.2921,1.2923,1.2899,1.2903,0
29.01.2007,1.2902,1.2968,1.2896,1.2947,0
30.01.2007,1.2946,1.298,1.2942,1.2958,0
31.01.2007,1.2959,1.3036,1.2923,1.3027,0
01.02.2007,1.3029,1.3055,1.3001,1.3017,0
02.02.2007,1.3018,1.3062,1.2949,1.2959,0
04.02.2007,1.2955,1.2961,1.2952,1.2953,0
05.02.2007,1.2954,1.2964,1.2912,1.2929,0
06.02.2007,1.293,1.299,1.2911,1.2975,0
07.02.2007,1.2974,1.3024,1.2971,1.3017,0
08.02.2007,1.3016,1.3044,1.2973,1.3033,0
09.02.2007,1.3032,1.3045,1.2982,1.3006,0
11.02.2007,1.3015,1.3023,1.301,1.3013,0
12.02.2007,1.3016,1.3034,1.2939,1.2956,0
13.02.2007,1.2955,1.3042,1.2953,1.3035,0
14.02.2007,1.3034,1.3149,1.3022,1.3134,0
15.02.2007,1.3133,1.3171,1.3117,1.3127,0
16.02.2007,1.3129,1.3143,1.3092,1.3136,0
18.02.2007,1.3154,1.3155,1.3143,1.3149,0
19.02.2007,1.315,1.316,1.3121,1.3149,0
20.02.2007,1.315,1.3187,1.3128,1.3144,0
21.02.2007,1.3145,1.3164,1.311,1.3135,0
22.02.2007,1.3138,1.314,1.3079,1.3123,0
23.02.2007,1.3122,1.3185,1.3101,1.3167,0
26.02.2007,1.3189,1.3202,1.3149,1.3179,0
27.02.2007,1.3178,1.3258,1.3159,1.3223,1.33
28.02.2007,1.3224,1.3236,1.318,1.3232,0
01.03.2007,1.3233,1.3238,1.3153,1.3168,0
02.03.2007,1.3169,1.3201,1.3141,1.319,0
04.03.2007,1.3209,1.321,1.3168,1.3173,0
05.03.2007,1.3172,1.3175,1.307,1.3094,1.31
06.03.2007,1.3095,1.314,1.3081,1.3134,0
07.03.2007,1.3133,1.3185,1.3109,1.3166,0
08.03.2007,1.3167,1.3181,1.3116,1.314,0
09.03.2007,1.3141,1.3159,1.3086,1.3116,0
11.03.2007,1.3117,1.3128,1.3109,1.3121,0
12.03.2007,1.3122,1.32,1.3109,1.3182,0
13.03.2007,1.3183,1.3221,1.3155,1.3191,0
14.03.2007,1.3192,1.3244,1.3175,1.3226,0
15.03.2007,1.3225,1.3294,1.3193,1.3288,0
16.03.2007,1.3287,1.3338,1.328,1.3316,0
18.03.2007,1.3318,1.3324,1.3311,1.3321,0
19.03.2007,1.332,1.3321,1.328,1.3305,0
20.03.2007,1.3304,1.3323,1.3268,1.3314,0
21.03.2007,1.3312,1.341,1.3288,1.3397,0
22.03.2007,1.3399,1.3399,1.331,1.3325,0
23.03.2007,1.3324,1.3342,1.3281,1.3282,0
25.03.2007,1.3288,1.3288,1.3258,1.3273,0
26.03.2007,1.3272,1.3346,1.3253,1.3329,0
27.03.2007,1.333,1.3368,1.3323,1.3348,0
28.03.2007,1.3349,1.3372,1.3306,1.3309,0
29.03.2007,1.3308,1.3353,1.3301,1.3328,0
30.03.2007,1.3327,1.3399,1.3287,1.3354,0
01.04.2007,1.3372,1.3375,1.3352,1.3354,0
02.04.2007,1.3353,1.3382,1.3331,1.3372,0
03.04.2007,1.3371,1.338,1.3318,1.3323,0
04.04.2007,1.3322,1.338,1.3321,1.3374,0
05.04.2007,1.3372,1.3439,1.3353,1.3424,0
06.04.2007,1.3423,1.3428,1.3364,1.3378,0
08.04.2007,1.3375,1.3377,1.3365,1.3367,0
09.04.2007,1.3368,1.3381,1.3339,1.3353,0
10.04.2007,1.3357,1.3453,1.3349,1.3429,0
11.04.2007,1.3428,1.3441,1.3406,1.3435,0
12.04.2007,1.3436,1.3505,1.3432,1.3486,0
13.04.2007,1.3485,1.3552,1.3482,1.3527,0
15.04.2007,1.3566,1.3576,1.3562,1.3568,0
16.04.2007,1.3567,1.357,1.3525,1.3527,0
17.04.2007,1.3526,1.3594,1.3525,1.3572,0
18.04.2007,1.3571,1.3619,1.3555,1.3614,0
19.04.2007,1.3613,1.3628,1.356,1.3624,0
20.04.2007,1.3625,1.3636,1.3585,1.359,0
22.04.2007,1.3604,1.3608,1.3596,1.3599,0
23.04.2007,1.3598,1.3602,1.3541,1.3579,0
24.04.2007,1.3578,1.3643,1.3547,1.3634,0
25.04.2007,1.3633,1.3665,1.3621,1.3639,0
26.04.2007,1.3638,1.3653,1.3584,1.3593,0
27.04.2007,1.3592,1.3681,1.3586,1.3651,1.37
29.04.2007,1.3636,1.365,1.3614,1.3624,0
30.04.2007,1.3623,1.3678,1.3589,1.3653,0
01.05.2007,1.3652,1.3671,1.359,1.3603,0
02.05.2007,1.3602,1.3612,1.356,1.3593,0
03.05.2007,1.3594,1.3622,1.3546,1.3552,0
04.05.2007,1.3553,1.3609,1.3535,1.3591,0
06.05.2007,1.3598,1.36,1.359,1.3593,0
07.05.2007,1.3594,1.3627,1.3591,1.3597,0
08.05.2007,1.3599,1.362,1.3515,1.3539,0
09.05.2007,1.3538,1.3564,1.3519,1.3533,0
10.05.2007,1.3534,1.3563,1.3464,1.3475,0
11.05.2007,1.3476,1.3531,1.3461,1.3524,0
13.05.2007,1.3531,1.3544,1.3527,1.354,0
14.05.2007,1.3541,1.3557,1.3523,1.3542,0
15.05.2007,1.3543,1.3608,1.3526,1.359,0
16.05.2007,1.3589,1.3609,1.3504,1.3523,0
17.05.2007,1.3521,1.3544,1.3476,1.3496,0
18.05.2007,1.3494,1.3521,1.3464,1.3507,0
20.05.2007,1.3517,1.3525,1.3517,1.3521,0
21.05.2007,1.352,1.3522,1.3435,1.3463,0
22.05.2007,1.3462,1.3475,1.3438,1.3451,0
23.05.2007,1.3452,1.35,1.3415,1.3455,0
24.05.2007,1.3454,1.3461,1.3414,1.3423,0
25.05.2007,1.3422,1.3472,1.3411,1.3442,0
27.05.2007,1.3447,1.3452,1.3446,1.3447,0
28.05.2007,1.3448,1.3458,1.3445,1.3452,0
29.05.2007,1.3451,1.3519,1.3419,1.3451,0
30.05.2007,1.3452,1.3457,1.3406,1.3432,0
31.05.2007,1.3434,1.3477,1.3423,1.3453,0
01.06.2007,1.3454,1.3461,1.3392,1.3448,1.34
03.06.2007,1.344,1.3445,1.3437,1.3443,0
04.06.2007,1.3444,1.3499,1.3431,1.3492,0
05.06.2007,1.3491,1.3553,1.3488,1.3517,1.36
06.06.2007,1.3518,1.3538,1.3485,1.3498,0
07.06.2007,1.3497,1.3512,1.3422,1.3426,0
08.06.2007,1.3427,1.3429,1.332,1.3372,0
10.06.2007,1.3362,1.3365,1.3354,1.3358,0
11.06.2007,1.3359,1.3361,1.3335,1.335,0
12.06.2007,1.3349,1.3368,1.33,1.33,0
13.06.2007,1.3301,1.3315,1.3262,1.3308,1.33
14.06.2007,1.3309,1.3323,1.3279,1.3309,0
15.06.2007,1.3308,1.3388,1.3305,1.3388,0
17.06.2007,1.3381,1.3387,1.3377,1.3387,0
18.06.2007,1.3386,1.342,1.3383,1.3416,0
19.06.2007,1.3418,1.3436,1.3383,1.3424,0
20.06.2007,1.3425,1.3437,1.3391,1.3399,0
21.06.2007,1.3398,1.3406,1.3371,1.339,0
22.06.2007,1.3389,1.347,1.3381,1.3469,0
24.06.2007,1.3467,1.3468,1.3457,1.3463,0
25.06.2007,1.3462,1.3473,1.3438,1.3463,0
26.06.2007,1.3462,1.3478,1.3431,1.345,0
27.06.2007,1.3451,1.3457,1.3415,1.3454,0
28.06.2007,1.3455,1.348,1.3422,1.3437,0
29.06.2007,1.3436,1.3541,1.3428,1.354,0
01.07.2007,1.3542,1.3546,1.3534,1.3535,0
02.07.2007,1.3534,1.3637,1.3527,1.3619,0
03.07.2007,1.362,1.3633,1.3583,1.3607,0
04.07.2007,1.3606,1.363,1.3604,1.3619,0
05.07.2007,1.3618,1.3659,1.3578,1.3594,0
06.07.2007,1.3593,1.3641,1.3567,1.3625,0
08.07.2007,1.3632,1.3633,1.3622,1.3625,0
09.07.2007,1.3626,1.3642,1.3611,1.3621,0
10.07.2007,1.362,1.3785,1.3594,1.3743,0
11.07.2007,1.3742,1.3779,1.373,1.3745,0
12.07.2007,1.3746,1.38,1.3742,1.3782,0
13.07.2007,1.3784,1.3812,1.3762,1.3782,0
15.07.2007,1.378,1.378,1.3772,1.3779,0
16.07.2007,1.3777,1.3804,1.3759,1.3775,0
17.07.2007,1.3776,1.3798,1.3758,1.379,0
18.07.2007,1.3795,1.3833,1.3752,1.3805,0
19.07.2007,1.3806,1.383,1.3785,1.3798,0
20.07.2007,1.3796,1.3842,1.3779,1.3826,0
22.07.2007,1.383,1.384,1.383,1.3838,0
23.07.2007,1.3837,1.3843,1.3794,1.3801,0
24.07.2007,1.38,1.3851,1.38,1.3819,1.39
25.07.2007,1.3818,1.3822,1.3695,1.3722,0
26.07.2007,1.3721,1.377,1.3692,1.375,0
27.07.2007,1.3749,1.3751,1.3626,1.3635,0
29.07.2007,1.3612,1.3646,1.3609,1.3633,0
30.07.2007,1.3632,1.3726,1.362,1.3721,0
31.07.2007,1.3722,1.3724,1.3667,1.3673,0
01.08.2007,1.3672,1.3709,1.3637,1.3664,0
02.08.2007,1.3663,1.3707,1.3651,1.3704,0
03.08.2007,1.3705,1.3817,1.3684,1.3773,0
05.08.2007,1.3838,1.3838,1.3813,1.3817,0
06.08.2007,1.3818,1.3838,1.378,1.3811,0
07.08.2007,1.3812,1.3812,1.3735,1.3753,0
08.08.2007,1.3754,1.3825,1.3721,1.3801,0
09.08.2007,1.38,1.3816,1.3654,1.3666,0
10.08.2007,1.3667,1.3704,1.3643,1.3693,0
12.08.2007,1.3685,1.3694,1.3682,1.369,0
13.08.2007,1.3689,1.3708,1.3601,1.3607,0
14.08.2007,1.3608,1.3625,1.3528,1.353,0
15.08.2007,1.3529,1.3532,1.3417,1.3431,0
16.08.2007,1.343,1.3446,1.336,1.343,1.34
17.08.2007,1.3429,1.3545,1.337,1.3474,0
19.08.2007,1.3477,1.3489,1.3474,1.3475,0
20.08.2007,1.3474,1.3507,1.3459,1.3472,0
21.08.2007,1.3471,1.3519,1.3453,1.3465,0
22.08.2007,1.3467,1.3558,1.345,1.3547,0
23.08.2007,1.3548,1.3587,1.3536,1.3563,0
24.08.2007,1.3564,1.3681,1.3553,1.3675,0
26.08.2007,1.3672,1.3681,1.3664,1.368,0
27.08.2007,1.3681,1.3684,1.3634,1.3635,0
28.08.2007,1.3634,1.3679,1.3575,1.3576,0
29.08.2007,1.3577,1.368,1.3562,1.3667,0
30.08.2007,1.3668,1.3672,1.3592,1.3668,0
31.08.2007,1.3667,1.3719,1.362,1.3628,0
02.09.2007,1.3628,1.3636,1.3628,1.3632,0
03.09.2007,1.3631,1.3654,1.3605,1.3613,0
04.09.2007,1.3612,1.3625,1.355,1.3622,0
05.09.2007,1.3623,1.3671,1.3569,1.3651,0
06.09.2007,1.3652,1.3709,1.3634,1.3691,0
07.09.2007,1.3692,1.3797,1.3663,1.3767,0
09.09.2007,1.3781,1.3786,1.3774,1.3778,0
10.09.2007,1.3779,1.3814,1.3766,1.3791,0
11.09.2007,1.379,1.3848,1.3778,1.3837,0
12.09.2007,1.3835,1.3913,1.3824,1.3894,0
13.09.2007,1.3893,1.3926,1.3863,1.3871,0
14.09.2007,1.387,1.3895,1.3844,1.3874,0
16.09.2007,1.3872,1.3872,1.3856,1.386,0
17.09.2007,1.3859,1.3888,1.3848,1.3865,0
18.09.2007,1.3864,1.3987,1.3828,1.3974,0
19.09.2007,1.3973,1.3987,1.3935,1.3973,0
20.09.2007,1.3974,1.4098,1.397,1.4069,0
21.09.2007,1.4068,1.4119,1.4042,1.409,0
23.09.2007,1.4089,1.4093,1.4085,1.4092,0
24.09.2007,1.409,1.4129,1.4067,1.4073,0
25.09.2007,1.4074,1.4161,1.406,1.4146,0
26.09.2007,1.4147,1.4154,1.4111,1.4127,0
27.09.2007,1.4129,1.4189,1.4122,1.4155,0
28.09.2007,1.4156,1.4278,1.4151,1.4266,0
30.09.2007,1.428,1.4281,1.4262,1.427,1.43
01.10.2007,1.4269,1.4276,1.421,1.4234,0
02.10.2007,1.4235,1.4237,1.4138,1.4153,0
03.10.2007,1.4155,1.4199,1.4083,1.4098,0
04.10.2007,1.4099,1.4148,1.4067,1.4135,0
05.10.2007,1.4134,1.4156,1.4032,1.4134,0
07.10.2007,1.415,1.4151,1.414,1.4149,0
08.10.2007,1.4148,1.4149,1.4036,1.4044,0
09.10.2007,1.4046,1.4113,1.4014,1.4106,1.4
10.10.2007,1.4107,1.417,1.4093,1.4137,0
11.10.2007,1.4138,1.424,1.4135,1.4198,0
12.10.2007,1.4197,1.4212,1.4155,1.4177,0
14.10.2007,1.4176,1.4176,1.4165,1.4166,0
15.10.2007,1.4165,1.4242,1.4161,1.42,0
16.10.2007,1.4199,1.4225,1.4143,1.4175,0
17.10.2007,1.4176,1.4229,1.4156,1.4205,0
18.10.2007,1.4204,1.4309,1.4196,1.429,0
19.10.2007,1.4289,1.4317,1.4245,1.43,0
21.10.2007,1.4334,1.4348,1.4323,1.4338,0
22.10.2007,1.4339,1.4344,1.4125,1.4175,0
23.10.2007,1.4174,1.4278,1.4172,1.4256,0
24.10.2007,1.4255,1.4268,1.4187,1.426,0
25.10.2007,1.4259,1.4342,1.4247,1.4321,0
26.10.2007,1.4322,1.4393,1.4316,1.4392,0
28.10.2007,1.4412,1.4412,1.4402,1.4406,0
29.10.2007,1.4405,1.4435,1.4376,1.4391,0
30.10.2007,1.4392,1.444,1.4373,1.4434,0
31.10.2007,1.4435,1.4503,1.4418,1.447,0
01.11.2007,1.4469,1.4476,1.4403,1.4429,0
02.11.2007,1.4428,1.4527,1.4421,1.4504,0
04.11.2007,1.4518,1.4518,1.4493,1.4502,0
05.11.2007,1.4503,1.4509,1.4442,1.4479,0
06.11.2007,1.448,1.4569,1.4468,1.4555,0
07.11.2007,1.4556,1.4728,1.4553,1.4649,0
08.11.2007,1.465,1.4703,1.4624,1.4695,0
09.11.2007,1.4694,1.4751,1.4631,1.4679,0
11.11.2007,1.4677,1.4677,1.4639,1.4644,0
12.11.2007,1.4643,1.4663,1.4519,1.4556,0
13.11.2007,1.4555,1.4633,1.4553,1.4624,0
14.11.2007,1.4625,1.4728,1.4621,1.4645,0
15.11.2007,1.4644,1.4702,1.4604,1.4626,0
16.11.2007,1.4625,1.4671,1.4581,1.4661,0
18.11.2007,1.4667,1.4686,1.4663,1.4684,0
19.11.2007,1.4683,1.4685,1.462,1.4662,0
20.11.2007,1.4663,1.4852,1.4635,1.4823,0
21.11.2007,1.4824,1.4869,1.4775,1.4849,0
22.11.2007,1.4848,1.4872,1.4821,1.4858,0
23.11.2007,1.4857,1.4966,1.4783,1.4836,1.5
25.11.2007,1.4826,1.4838,1.4826,1.4831,0
26.11.2007,1.483,1.4885,1.4804,1.4856,0
27.11.2007,1.4854,1.4905,1.4808,1.4834,0
28.11.2007,1.4835,1.4857,1.4711,1.4825,0
29.11.2007,1.4826,1.4842,1.4722,1.4766,0
30.11.2007,1.4767,1.4783,1.4627,1.4638,0
02.12.2007,1.4648,1.4664,1.4643,1.4652,0
03.12.2007,1.4651,1.4706,1.462,1.4651,0
04.12.2007,1.4652,1.4767,1.4635,1.4749,0
05.12.2007,1.475,1.4769,1.459,1.4616,0
06.12.2007,1.4617,1.4658,1.4527,1.4639,0
07.12.2007,1.4638,1.467,1.4598,1.4657,0
09.12.2007,1.4654,1.4657,1.4643,1.4647,0
10.12.2007,1.4646,1.4735,1.4639,1.4708,0
11.12.2007,1.4709,1.475,1.4639,1.4664,0
12.12.2007,1.4666,1.4748,1.465,1.4723,0
13.12.2007,1.4724,1.4736,1.4577,1.4619,0
14.12.2007,1.4618,1.4654,1.441,1.4429,0
16.12.2007,1.4405,1.4434,1.4405,1.4431,0
17.12.2007,1.443,1.4453,1.4331,1.4402,0
18.12.2007,1.4401,1.4434,1.4366,1.4413,0
19.12.2007,1.4414,1.4422,1.4325,1.4382,0
20.12.2007,1.4383,1.4386,1.4309,1.4336,1.43
21.12.2007,1.4341,1.4409,1.4333,1.4381,0
23.12.2007,1.4373,1.4383,1.437,1.4381,0
24.12.2007,1.4382,1.4411,1.4374,1.4406,0
26.12.2007,1.4417,1.4504,1.4415,1.4475,0
27.12.2007,1.4474,1.4638,1.4468,1.4601,0
28.12.2007,1.46,1.4728,1.4591,1.4721,0
30.12.2007,1.4722,1.4738,1.4717,1.4736,0
31.12.2007,1.4735,1.4747,1.4581,1.4601,0
02.01.2008,1.4652,1.4748,1.4641,1.4716,0
03.01.2008,1.4717,1.478,1.4686,1.474,0
04.01.2008,1.4741,1.4823,1.4695,1.474,0
06.01.2008,1.4746,1.4749,1.4739,1.474,0
07.01.2008,1.4739,1.4741,1.4656,1.4684,0
08.01.2008,1.4685,1.4741,1.4677,1.4714,0
09.01.2008,1.4715,1.4741,1.4638,1.4671,0
10.01.2008,1.467,1.4812,1.464,1.479,0
11.01.2008,1.4789,1.4819,1.476,1.4776,0
13.01.2008,1.4807,1.4816,1.4801,1.4806,0
14.01.2008,1.4805,1.4913,1.4796,1.4872,0
15.01.2008,1.4871,1.4921,1.4775,1.4801,1.49
16.01.2008,1.4802,1.4858,1.4593,1.4675,0
17.01.2008,1.4674,1.4714,1.4589,1.4635,0
18.01.2008,1.4634,1.4693,1.4602,1.462,0
